-0.00751853,-0.223857,-0.0272843,0.609951,0.069
-0.00751853,-0.223857,-0.0274181,0.605986,0.032
-0.00757408,-0.224499,-0.0274223,0.602156,0.035
-0.00757408,-0.224499,-0.0273066,0.598461,0.095
-0.00757408,-0.224499,-0.0270804,0.5949,0.027
-0.00757408,-0.224499,-0.0275183,0.608745,0.075
-0.00747871,-0.225,-0.0276248,0.604851,0.041
-0.00747871,-0.225,-0.0275183,0.608745,0.111
-0.00747871,-0.225,-0.0276248,0.604851,0.068
-0.00747871,-0.225,-0.0276043,0.601089,0.03
-0.00747871,-0.225,-0.0274664,0.59746,0.039
-0.00816488,-0.202235,-0.02772,0.60816,0.12
-0.00816488,-0.202235,-0.0278156,0.604306,0.039
-0.00816488,-0.202235,-0.0277853,0.600583,0.038
-0.00816488,-0.202235,-0.0276386,0.596991,0.022
-0.00845122,-0.164055,-0.0295727,0.5915,0.064
-0.00845122,-0.164055,-0.0292172,0.588342,0.055
-0.00876212,-0.142843,-0.0287731,0.585298,0.052
-0.00876212,-0.142843,-0.0282479,0.582369,0.046
-0.00876212,-0.142843,-0.0276492,0.579554,0.056
-0.00876212,-0.142843,-0.030127,0.580558,0.029
-0.00934935,-0.106742,-0.0294885,0.577849,0.055
-0.00934935,-0.106742,-0.0287858,0.575244,0.046
-0.00934935,-0.106742,-0.0280256,0.572744,0.029
-0.00934935,-0.106742,-0.0272139,0.570348,0.035
-0.0100787,-0.0734934,-0.030868,0.567289,0.113
-0.0100787,-0.0734934,-0.030868,0.567289,0.041
-0.0100787,-0.0734934,-0.0299711,0.565164,0.047
-0.0100787,-0.0734934,-0.0290388,0.563131,0.013
-0.0100787,-0.0734934,-0.028076,0.561187,0.037
-0.0146112,-0.0314777,-0.0296845,0.555679,0.104
-0.0146112,-0.0314777,-0.0285104,0.55399,0.029
-0.0146112,-0.0314777,-0.0273272,0.552385,0.04
-0.0146112,-0.0314777,-0.0261385,0.550864,0.082
-0.0186238,-0.0138339,-0.024948,0.549424,0.053
-0.0186238,-0.0138339,-0.0278683,0.549264,0.052
-0.0245888,-0.000341075,-0.026562,0.547799,0.091
-0.0245888,-0.000341075,-0.0252612,0.546417,0.037
-0.0245888,-0.000341075,-0.0239687,0.545116,0.025
-0.0245888,-0.000341075,-0.0163978,0.554529,0.04
-0.0245888,-0.000341075,-0.0150839,0.55229,0.086
-0.0313244,0.00998762,-0.0137685,0.550179,0.041
-0.0313244,0.00998762,-0.0124558,0.548193,0.028
-0.0313244,0.00998762,-0.0111496,0.54633,0.095
-0.0313244,0.00998762,0.00392455,0.581128,0.162
-0.0313244,0.00998762,0.0110899,0.589567,0.059
-0.0412447,0.0167141,0.0118789,0.584528,0.03
-0.0412447,0.0167141,0.0127387,0.57975,0.044
-0.0412447,0.0167141,0.0136595,0.575228,0.069
-0.0412447,0.0167141,0.0193766,0.60264,0.025
-0.0412447,0.0167141,0.0198229,0.596698,0.071
-0.0531325,0.0193998,0.0203691,0.591058,0.042
-0.0531325,0.0193998,0.0210037,0.585714,0.061
-0.0531325,0.0193998,0.0261897,0.602519,0.079
-0.0531325,0.0193998,0.0265146,0.596383,0.021
-0.0621071,0.00724906,0.0269416,0.590568,0.305
-0.0621071,0.00724906,0.0274588,0.585067,0.017
-0.0701287,0.00205471,0.028055,0.579871,0.039
-0.0701287,0.00205471,0.0303803,0.597417,0.086
-0.0701287,0.00205471,0.0303803,0.597417,0.023
-0.0701287,0.00205471,0.0307411,0.591328,0.089
-0.0778339,-0.0219938,0.0311948,0.58557,0.113
-0.0778339,-0.0219938,0.0317299,0.580135,0.07
-0.0778339,-0.0219938,0.0342261,0.593261,0.037
-0.0778339,-0.0219938,0.0346711,0.587185,0.016
-0.0838799,-0.0389332,0.0352009,0.581449,0.169
-0.0838799,-0.0389332,0.035804,0.576045,0.075
-0.0838799,-0.0389332,0.0364698,0.570962,0.066
-0.0838799,-0.0389332,0.0407167,0.597559,0.044
-0.0972903,-0.0469807,0.0411557,0.590933,0.054
-0.0972903,-0.0469807,0.0416879,0.58468,0.036
-0.0972903,-0.0469807,0.0423008,0.578789,0.047
-0.0972903,-0.0469807,0.0523711,0.593896,0.044
-0.0972903,-0.0469807,0.0529046,0.58696,0.049
-0.116232,-0.0725359,0.0535248,0.580433,0.092
-0.116232,-0.0725359,0.0542191,0.574301,0.021
-0.116232,-0.0725359,0.0549756,0.568552,0.035
-0.116232,-0.0725359,0.0594444,0.582645,0.061
-0.12611,-0.0703348,0.060227,0.585405,0.04
-0.12611,-0.0703348,0.0608321,0.578683,0.056
-0.128837,-0.0802265,0.0615091,0.572376,0.049
-0.128837,-0.0802265,0.062246,0.566471,0.038
-0.128837,-0.0802265,0.0630315,0.560954,0.083
-0.128837,-0.0802265,0.0641322,0.576845,0.036
-0.138812,-0.0820247,0.0648284,0.570472,0.028
-0.138812,-0.0820247,0.0655808,0.56451,0.072
-0.138812,-0.0820247,0.0663782,0.558945,0.034
-0.138812,-0.0820247,0.0657983,0.571398,0.049
-0.154185,-0.0814675,0.0665765,0.565324,0.021
-0.154185,-0.0814675,0.0673999,0.559653,0.119
-0.154185,-0.0814675,0.0682578,0.554369,0.035
-0.154185,-0.0814675,0.0721472,0.569778,0.026
-0.154185,-0.0814675,0.0729385,0.563656,0.128
-0.172829,-0.0879973,0.0737725,0.557946,0.112
-0.172829,-0.0879973,0.0746384,0.552633,0.021
-0.172829,-0.0879973,0.0755264,0.547702,0.041
-0.172829,-0.0879973,0.0821772,0.578933,0.03
-0.186868,-0.0828965,0.0952297,0.595578,0.032
-0.186868,-0.0828965,0.0955896,0.587269,0.069
-0.186868,-0.0828965,0.096048,0.579485,0.042
-0.186868,-0.0828965,0.0965899,0.572209,0.101
-0.186868,-0.0828965,0.0972012,0.565423,0.03
-0.199148,-0.0839161,0.0961231,0.598779,0.052
-0.200222,-0.0841895,0.0964738,0.590284,0.085
-0.200222,-0.0841895,0.0969283,0.582323,0.053
-0.200222,-0.0841895,0.0974713,0.574875,0.066
-0.200222,-0.0841895,0.108316,0.60142,0.032
-0.200222,-0.0841895,0.108473,0.592622,0.033
-0.220823,-0.0814807,0.108743,0.584379,0.085
-0.220823,-0.0814807,0.10911,0.576674,0.026
-0.220823,-0.0814807,0.109558,0.569484,0.039
-0.220823,-0.0814807,0.115016,0.592723,0.072
-0.242239,-0.0922114,0.115145,0.584385,0.051
-0.242239,-0.0922114,0.115373,0.576594,0.032
-0.242239,-0.0922114,0.115685,0.569329,0.029
-0.242239,-0.0922114,0.124949,0.584788,0.029
-0.242239,-0.0922114,0.125047,0.57653,0.122
-0.251567,-0.0943203,0.125233,0.568838,0.053
-0.251567,-0.0943203,0.125493,0.56169,0.039
-0.251567,-0.0943203,0.125812,0.555065,0.053
-0.251567,-0.0943203,0.126293,0.556382,0.041
-0.261027,-0.0987381,0.12794,0.562525,0.069
-0.261027,-0.0987381,0.128332,0.55561,0.035
-0.258854,-0.106193,0.12877,0.549213,0.036
-0.258854,-0.106193,0.12924,0.543313,0.029
-0.258854,-0.106193,0.129731,0.537889,0.042
-0.258854,-0.106193,0.133197,0.556374,0.063
-0.278452,-0.105891,0.133627,0.549752,0.056
-0.278452,-0.105891,0.134091,0.543643,0.032
-0.278452,-0.105891,0.134578,0.538025,0.047
-0.278452,-0.105891,0.13337,0.544429,0.04
-0.278452,-0.105891,0.133909,0.538694,0.045
-0.302236,-0.114813,0.134458,0.533434,0.107
-0.302236,-0.114813,0.135008,0.528629,0.067
-0.302236,-0.114813,0.13555,0.524257,0.023
-0.302236,-0.114813,0.14846,0.570529,0.05
-0.311359,-0.119134,0.14865,0.562935,0.067
-0.311359,-0.119134,0.148902,0.555903,0.056
-0.311359,-0.119134,0.149204,0.549409,0.054
-0.311359,-0.119134,0.160063,0.587386,0.05
-0.311359,-0.119134,0.159912,0.578528,0.08
-0.315964,-0.116336,0.159859,0.570296,0.097
-0.315964,-0.116336,0.159888,0.562664,0.031
-0.315964,-0.116336,0.159984,0.555608,0.101
-0.315964,-0.116336,0.16278,0.58464,0.033
-0.320979,-0.115654,0.164733,0.574897,0.081
-0.320979,-0.115654,0.164329,0.567329,0.03
-0.314475,-0.112606,0.164003,0.560329,0.069
-0.314475,-0.112606,0.16374,0.553873,0.028
-0.314475,-0.112606,0.163527,0.547935,0.026
-0.314475,-0.112606,0.166319,0.581001,0.09
-0.334954,-0.120119,0.165899,0.573081,0.026
-0.334954,-0.120119,0.165567,0.565743,0.031
-0.334954,-0.120119,0.165306,0.558961,0.048
-0.334954,-0.120119,0.163841,0.553019,0.03
