-26.812,7.291e-15,43.312,-0,-19.687,9.1137e-16,2.1875,-0
42.221,2.1487,-70.242,-1.5354,32.458,0.19461,-3.6293,-0
-26.028,-6.7273,47.033,7.1681,-24.427,-0.99815,2.8636,-0
18.021,10.707,-33.456,-15.533,19.536,5.3035,-3.6227,-0
-12.257,-12.257,19.8,19.8,-9,-9,1,1
7.6162,10.707,-7.9576,-15.533,-0.71154,5.3035,1.531,-0
-3.8629,-6.7273,1.2515,7.1681,2.479,-0.99815,-0.425,-0
1.1024,2.1487,0.25854,-1.5354,-0.64782,0.19461,0.094762,0
